Author,PublishedAt,Comment,Likes
@aganpgamers1869,2024-03-24T09:29:37Z,black Campaign ☹️☹️☹️☹️☹️👎🏻👎🏻👎🏻👎🏻👎🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,0
@aganpgamers1869,2024-03-24T09:29:06Z,Wkwkwk 😴😴😴😴😴😴,0
@AldbriDikmusy,2024-03-24T08:55:46Z,Hahahay uhuy Prabowo menang 😅❤,1
@enougggh,2024-03-24T06:54:12Z,Saluttt🎉,0
@AyuOkta-n1v,2024-03-24T06:18:39Z,😂😂😂😂,0
@wandaatimansyah5730,2024-03-24T05:37:37Z,Begini ternyata politik di Indonesia itu yah gilaaaa bener² menghalalkan segala cara 😢,0
@ivancandra7834,2024-03-23T22:40:22Z,Film tai,1
@paktawarsawa15,2024-03-23T11:39:00Z,Waduh,0
@theofilus_ns9884,2024-03-23T09:08:42Z,"Dirty Campaign. Sok2an munculkan dokumenter di masa tenang padahal black campaign.. Hasil akhirnya sama seperti di awal film.. Ketiganya cemberut, gagal dapat uang proyek 01 dan 03..apa2an di title credit salam empat jari. Netral darimananya",1
@blackeagle9192,2024-03-23T08:28:02Z,"Curang teriak curang<br><a href=""https://www.youtube.com/watch?v=_VyJTi8v7U4"">https://youtu.be/_VyJTi8v7U4?si=dYHinfl6_my4I7N5</a>",1
@mizansyaroni291,2024-03-23T06:45:44Z,Dirty Vote banyak merugikan paslon 3 (Ganjar-Mahfud),0
@gembell6667,2024-03-22T23:25:02Z,IYA SI ANIS SAMA SI GANJAR YG PALING CURANG !!!,0
@ardijuangcrek2866,2024-03-22T22:23:54Z,"Menabur benih pro dan kontra, tapi masih menikmati fasilitas negara yang dibuat pemerintah, mengatakan curang tapi pas disidang kpu ngangong-ngangong, mengatakan tidak adanya demokrasi (logis saja ya wahai rakyat Indonesia kalau memang demokrasi kita itu dikekang pemerintah atau ditekan pemerintah percayalah video penggiring opini ini tidak akan bertahan lama tersebar secara publis dimuka umum) logis saja logis☺️",1
@idimusiccollection2561,2024-03-22T22:21:23Z,"Ngke ..... waktu film ini release saya blm minat nonton, setelah pengumuman hasil pemilu, baru niat nonton. saya pikir film nya gimana gituhhh ... ngga tau nya (walau ngga sampe selesai nonton) gini doang isi nya, persis kayak Opung Parbellak ngomong &quot;Sampah Doang&quot; isi nya.",0
@rahmadwijaya9475,2024-03-22T22:19:25Z,Tetap jendral prabowo 1putaran,0
@EvaDmk-lq9bq,2024-03-22T14:54:18Z,Yey prabowo menang,0
@YudhaAndNizamBOY,2024-03-22T06:03:11Z,"Film ini ngga ngaruh pada Paslon 02😂😂😂.Seperti kata Prabowo.Masyarakat yg menilai.Dirty vote ini mah saya rasa Dr Paslon <a href=""http://tertentu.si/"">tertentu.si</a> Aniis.Mau film Dokumenter yg lain diciptakan pun.tidak ngaruh pada 02.Orang ngga melihat ini itu.yg penting orang liatnya Pak Prabowo baik.dan dia cinta NKRI.udah itu ajah .Kalo pak Anis orang ngga liat itu,dia cuman dikenal orang gegara dia pengusung Prabowo,dan pernah menjabat Gubernur.Saya sendiri suka sama Pak <a href=""http://anis.tp/"">Anis.tp</a> pribadi klo utk capres saya rasa masih kurang cocok.",1
@tohruu7414,2024-03-22T04:36:49Z,Malu sih klo gw,2
@winarnochaniago5118,2024-03-22T01:39:43Z,susah2 buat filem akhirnya engk ngaruh juga 😂😂😂,1
@FauzziiYussufJunior,2024-03-21T17:56:06Z,"Nonton Setelah Penetapan Hasil Kpu.. <br>Lumayan Juga Nihh Dirty Vote Jadii Tranding 9,8 jt viewers😂😂😂",0
@user-cd3ek5jn1h,2024-03-21T16:35:13Z,"Sangat tidak pantas, bagi kami semua sudah jelas",0
@sucinurrahmadanins2059,2024-03-21T10:19:01Z,Tahun 2019 sexy killers tahun 2024 ada Dirty Votes,1
@dimasbima210,2024-03-21T09:59:04Z,hiyaaa udah bikin film propaganda kok tetep kalahhh hiyaa hiyaa hiyaaa<br>mampus lu ekwkwkwk,1
@PringIjo-v5l,2024-03-21T09:46:57Z,"Film ini adalah konspirasi ,dalam arti memecah belah bangsa",1
@Pedrododo,2024-03-21T08:12:58Z,WKWKWK 02 MENANG,2
@MLKaguraXPS,2024-03-21T03:48:25Z,BACOTTTT YANG BIKIN DIRTY VOTE....... 02 JAYA SEHAT SELALU BAPAK PRABOWO,3
@bluesly.914,2024-03-21T02:45:56Z,3 Otang Akademisi Konyol Berwawasan KOSONG,1
@elanghitam4029,2024-03-21T01:37:33Z,Film nya gak ngaruh sama pendukung 02 😂,2
@REN_Gaming18,2024-03-21T00:30:47Z,"Oke Terimakasih atas tontonan nya, Sekarang Saya juga ingin menyampaikan sebuah fakta bahwa 02 udah Resmi jadi Winner😁 tas tas tas",4
@Frizzen.,2024-03-20T17:21:58Z,"<b><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=7038"">1:57:18</a></b><b> · </b><b><a href=""http://www.youtube.com/results?search_query=%23%C3%A9mndhinkk"">#Émndhinkk</a></b><b>&#39;s &quot;DIRTY VOTE - Full Movie (OFFICIAL Chanel)&quot;</b> (-4) <b>~</b><br><br><i>~ &quot;21/03/24&quot; ~</i>",1
@tersenyum3743,2024-03-20T14:09:13Z,"Ndak cocok kalau ini di sebut film 😂,lebih cocok di sebut teater",1
@achmadabidin2110,2024-03-20T11:40:58Z,TRIO AMPAS,1
@lalachannel5373,2024-03-20T08:23:43Z,2 KATA LUCU KAMI NETRAL,3
@davitmunawar1051,2024-03-20T06:40:27Z,Film tai....sampah...ngak berguna,1
@johancardoso3495,2024-03-20T05:19:58Z,Film tai dan ternyata di perankan oleh gelandangan politik,1
@fredisuprianto3621,2024-03-20T02:03:52Z,"Nanti kalo 2 putaran 80% , kejang&quot; kalian",2
@febbydejavu1812,2024-03-19T19:11:58Z,setelah pilpres dan prabowo menang gw baru nnton😂😂😂,2
@RewinWijaja,2024-03-19T18:56:33Z,"Ada nenek miskin yang memiliki Kartu Keluarga Sejahtera (KKS) dan Terdaftar dalam Data terpadu (DTKS), berada dalam kondisi sosial ekonomi miskin dan rentan tidak mendapat Bansos yang dibagikan langsung oleh Pr3s1den J0k0w1 itu berarti Pa J0k0w1 harus diproses KPK dugaan K0r0ps1? Rakyat harus turun minta Pa J0k0w1 mengundurkan diri dengan hormat dan minta pasl0n 2 didiskualifikasi dan dihukum tidak b0leh ikut pemilu dan pasl0n 01 dan pasl0n 03 men0lak menandatangani hasil pemilu? Ketua KPU harus diperiksa KPK dugaan korupsi dana sirekap dan dugaan tindak pidana KPU karena terjadi kenaikan data masuk dari TPS tetapi jumlah real suara P3 bisa turun? Tidak satu Parpolpun bisa punya uang untuk mengontrol seluruh TPS dan C1 maka dilaporkan P0lr1 dan TN1 ke Kejaksaan dugaan tindak pidana kaitan dengan pemilu dan pembatalan dwifungsi polri dan t41 bisa masuk ke struktural ASN? Kenapa prosentasi kemengan seolah sudah dikunci? Lalu lalu menang 58% kenapa ada 62% minta Hak Angket dugaan kecurangan pilpres? Anomali?Jauh lebih baik semua penyelenggara Pemilu diganti. Dan pemilu diulang. Dan paslon 02 didiskualifikasi. Tidak bisa diabaikan ketika semua kampus dan semua guru besar dan semua tokoh bangsa dan semua budayan yang turun ke jalan untuk demo ditandingi dengan segelintir demo bayaran yang mendukung paslo4 02? DPR harus utuh gelar hak angket daripada semua rakyat turun minta r3volusi r3formasi tahap 2? Demo yang terjadi bukan parpol dan bukan pasl0n dan bukan demo bayaran, tetapi murni rakyat?",0
@RewinWijaja,2024-03-19T18:56:23Z,"Ada nenek miskin yang memiliki Kartu Keluarga Sejahtera (KKS) dan Terdaftar dalam Data terpadu (DTKS), berada dalam kondisi sosial ekonomi miskin dan rentan tidak mendapat Bansos yang dibagikan langsung oleh Pr3s1den J0k0w1 itu berarti Pa J0k0w1 harus diproses KPK dugaan K0r0ps1? Rakyat harus turun minta Pa J0k0w1 mengundurkan diri dengan hormat dan minta pasl0n 2 didiskualifikasi dan dihukum tidak b0leh ikut pemilu dan pasl0n 01 dan pasl0n 03 men0lak menandatangani hasil pemilu? Ketua KPU harus diperiksa KPK dugaan korupsi dana sirekap dan dugaan tindak pidana KPU karena terjadi kenaikan data masuk dari TPS tetapi jumlah real suara P3 bisa turun? Tidak satu Parpolpun bisa punya uang untuk mengontrol seluruh TPS dan C1 maka dilaporkan P0lr1 dan TN1 ke Kejaksaan dugaan tindak pidana kaitan dengan pemilu dan pembatalan dwifungsi polri dan t41 bisa masuk ke struktural ASN? Kenapa prosentasi kemengan seolah sudah dikunci? Lalu lalu menang 58% kenapa ada 62% minta Hak Angket dugaan kecurangan pilpres? Anomali?Jauh lebih baik semua penyelenggara Pemilu diganti. Dan pemilu diulang. Dan paslon 02 didiskualifikasi. Tidak bisa diabaikan ketika semua kampus dan semua guru besar dan semua tokoh bangsa dan semua budayan yang turun ke jalan untuk demo ditandingi dengan segelintir demo bayaran yang mendukung paslo4 02? DPR harus utuh gelar hak angket daripada semua rakyat turun minta r3volusi r3formasi tahap 2? Demo yang terjadi bukan parpol dan bukan pasl0n dan bukan demo bayaran, tetapi murni rakyat?",0
@jokibanny,2024-03-19T15:47:40Z,Kasian ngehabisin waktu satu jam buat hal gak guna,2
@yosuaivan7989,2024-03-19T14:10:34Z,"Biaya pembuatan nya ni,di tanggung sendiri atau orang min, Terus hasilnya ni banyak kah uang nya😅😅 cuma nanya tidak niat apalagi mempermasalahkan",0
@tiaratr.,2024-03-19T13:35:22Z,dan semua terbukti😮😮😮😮,0
@TegarMunthe,2024-03-19T12:41:56Z,prawbowo menang mampus klen,1
@azwarlnst_,2024-03-19T12:02:55Z,"Terimakasih atas video nya, sehingga membuat saya makin mantap mendukung pak Prabowo dibanding memilih pengkhianat Prabowo dan petugas partai banteng yg petingginya sampai membuat Jokowi sakit hati.<br><br><a href=""http://www.youtube.com/results?search_query=%232024prabowogibransatuputaran"">#2024PrabowoGibranSatuPutaran</a><br><a href=""http://www.youtube.com/results?search_query=%232024prabowoputintrump_forpeaceworld"">#2024PrabowoPutinTrump_ForPeaceWorld</a>",1
@wijanurummuashim1535,2024-03-19T06:11:38Z,Up tanpa emotikon,0
@muhammadimamsatriajati8188,2024-03-19T05:23:18Z,Kuceng kuceng,0
@zizkaandri4265,2024-03-18T22:23:20Z,"buzzer semua isi nya komen terbaru, gue yakin kalian gak ada yg nonton dan cuma kesini hate komen doang. emang susah orang diajak berfikir wkwkkw",4
@yonmariyon8574,2024-03-18T15:58:18Z,apakah masyarakat indonesia hanyabisadiam ?,0
@ariefrahmanprayogo,2024-03-18T10:34:15Z,Uda capek2 bikin film masi aja kalah 🤣🤣🤣 bodoh emg pemecah belah bangsa ini 🤣🤣🤣,1
@magusmaharaja102,2024-03-18T05:52:42Z,Video ini untuk mengkritik siapa sebenar. Agak lain..,0
@Ruang-it5xl,2024-03-18T05:07:51Z,"menang <a href=""http://www.youtube.com/results?search_query=%23satuputaran"">#satuputaran</a> <a href=""http://www.youtube.com/results?search_query=%23prabowogibran"">#prabowogibran</a> <a href=""http://www.youtube.com/results?search_query=%23presidenri2024"">#PresidenRI2024</a>",0
@Alpiannor123Alpiannor,2024-03-17T23:40:19Z,Itu sudah pilihat masyarakat untuk pak prabowo,1
@anggaputra3263,2024-03-17T20:09:42Z,"SUDAH BUAT MOVIE, KALAH.... KASIAN <br>GAK BALIK MODAL??",1
@arifinarifin8146,2024-03-17T18:24:56Z,"Survai yg mana katakan 1 putaran,emang betul  emang semua di kondisikan TSM",1
@AshfarMusyaffa15,2024-03-17T17:25:26Z,Udh susah2 bikin film tetep aja keok 😂 gw tau semua tu yg ada di balik layar ini adalah pro anies gw dah paham rekam jejak mereka semua.😂,2
@masandi8646,2024-03-17T17:15:57Z,INGAT DULU JAMAN SOEHARTO? SEMUA PNS ATAU ANS WAJIB MEMILIH GOLKAR? ELU SEMUA DIAM-DIAM AJA!!!,1
@erwinramadhani5589,2024-03-17T13:37:44Z,"Padahal udah sejelas dan senyata ini ketidaknetralan dan kecurangan dalam pilpres 2024 , tapi para pendukungnya masih bilang kalo film dirty vote isinya fitnah semua<br><br><br><br>Pak Jusuf kalla pun bilang, di film dirty vote baru 20% persen doang  kecurangan2 yang dibeberkan<br><br>Parah. <br>Respect buat kalian yang membuat film ini  , <br>Indonesia butuh orang-orang yang cerdas dan berani seperti kalian 👍👍👍<br><br>2029 kalo umur masih sampe, badan masih sehat,  fix, saya akan Golput, karna memang sepertinya politik Indonesia udah benar-benar gak bisa saya percaya lagi<br>Rusak<br><br><br>Plis lanjut part 2 🙏🙏🙏",1
@sikeenan5261,2024-03-17T12:57:43Z,Udah bukan dirty vote ini mah udah kagak ada vote vote nya 😂😂😂,0
@rizalandriyono8243,2024-03-17T12:51:31Z,"Yang terpenting adalah warga negara kita masih aman dan ekonomi  masih stabil..<br>Kita positif sja dalam berfikir... Intinya semua yg di lakukan presiden tujuannya untuk rakyat. Bukan untuk diri sendiri... <br>Ini bentuk demo yg paling keren,kreatif,sopan dan damai....👍👍",1
@angelinelovenia_7b_187,2024-03-17T06:57:30Z,haha,0
@sugiantoandfamily,2024-03-17T04:41:18Z,Pendapat prof Ysril dan prof margarito  llebih masuk di  nalar saya bos...,0
@sugiantoandfamily,2024-03-17T04:39:43Z,Ini pendapat kalian saja bos,0
@sugiantoandfamily,2024-03-17T04:38:48Z,Pendapat 3 orang ini sama sekali  tdk menarik,0
@lukmansitorus8069,2024-03-17T04:20:51Z,"Sudah begini detainya data,tapi sayang tidak bisa di proses.",0
@ayukurniasih793,2024-03-17T03:08:05Z,Kepo gw Bru ksini😂,0
@indahlestari4147,2024-03-16T23:26:40Z,Hidup Berakal MATI Beriman,1
@wilsontobing6046,2024-03-16T22:15:58Z,Cape cape bikin film ini ttep aja KALAH,0
@nindydwiastutiyadi5987,2024-03-16T18:45:53Z,"Pantes kenceng banget teriak bansos nya,ngeluarin film dirty vote di masa tenang berbalut akademisi,pakar hukum tatanegara  ternyata anda dusta semua",0
@nindydwiastutiyadi5987,2024-03-16T18:44:22Z,"Ternyata feri amsari ada di barisan tim hukum amin,yang katanya netral dusta2",0
@ayongprie3988,2024-03-16T17:57:00Z,Sinetron hoak,0
@PutriRahayu-gn3jw,2024-03-16T17:28:27Z,"Gak perlu bikin film kyak gini..rakyat sekarang sudah cerdas..<br>Makanya kpu adakan debat capres itu gunanya biar tau visi misi..<br>01 03 bukan visi misi malah saling serang dan saling menghakimi 02..<br>Disitulah rakyat mulai tau mana pemimpin yg benar...<br>Jadi film gak bermutu kayak gini gak begitu punya pengaruh besar buat narik suara rakyat..dan tidak semua rakyat mau liat ini,.dasar kalian orang² cerdas tp bodoh tidak bisa membaca situasi rakyat sekarang",0
@tyapitenk5596,2024-03-16T07:09:51Z,ini bukan film . . . Ini cuma pihak2 yang tidak pro dengan pemerintahan saja yang mau menjatuhkan dengan mengait2kan dengan pemilu. Ini drama pembodohan,0
@ibnubeni,2024-03-16T06:59:43Z,KALAH YA KALAHH AJA KO00NNNTTOOLLLL,1
@Fami-qk8hg,2024-03-16T06:02:25Z,Woy prabowo menang😂😂😂❤❤❤❤,0
@Fami-qk8hg,2024-03-16T05:56:49Z,Film sampah😂😂😂engga ngefek tuh di pemilu😂😂😂,0
@satriaMuda-j4c,2024-03-16T05:26:58Z,Film ini sengaja dibuat dan di upload karena mereka sejak awal sudah tahu bakalan kalah dari 02..makanya di buat seperti ini untuk menyebarkan isu seolah2 pemilu ini curang..kalau memang curang ya buktikan jangan asal ngomong aja..anda bilang kepala desa dan kepala daerah di tekan..emang bisa presiden menekan semua kepala daerah..kepala daerah itu jabatan politik tidak bisa presiden semena2 memecat kepala daerah dan rata2 diusung oleh parpol..jadi kalau pun ada tekanan dari kepala daerah tidak mungkin tekanan itu cuman memihak ke 02 pasti juga ada yang memihak ke 01 dan 03..kepala daerah pun tidak sepenuhnya bisa menekan  masyarakat..kalau anda mau bilang kepala desa..kepala desa itu juga dipilih oleh rakyat tidak mungkin bisa 100 persen mau menekan rakyat..kalai memang ada kepala desa ataupun kepala daerah yang di tekan..buktikan siapa orangnya hadirkan..biar tidak selalu memberikan berita2 yang selalu fitnah..kami rakyat muak dengan ini semua..sudah kalau kalah ya kalah aja..kalau memang tidak mau kalah jangan bertarung..itu aja..atau memang sengaja cari viewers ya biar banyak yg nonton film ini..?,0
@kodratsarjono8134,2024-03-16T04:04:34Z,"Film gk guna,calon andalanmu sdh terkunci karena makbantenh hina2 tukang bakso,ibu2 pengajian, generasi millenial...LOL...",0
@wawanluncom,2024-03-15T15:10:50Z,TERNYATA 1 PUTARAN BENER... ALLHAMDULILLAH.. FILM DIRTY VOTE GANTI JUDUL DIRTY FACE AJAH 😂😂,0
@meindramasry,2024-03-15T08:36:35Z,Maksa,0
@peachythin1896,2024-03-15T08:31:12Z,Oke gas oke gas,0
@fahrudabenk9888,2024-03-15T08:17:59Z,Politik (segala cara halal di lakukan untuk tujuan kemenangan),1
@IpanGhosa,2024-03-15T07:05:01Z,Ksian sdh buang 2 uang bnyak 2 buat film eh malah kalah,1
@ignatiussurarto6979,2024-03-15T06:56:01Z,ngomongannya menjijikkan,0
@ignatiussurarto6979,2024-03-15T06:52:34Z,"mengkait kaitkan meskipun tidak pas, yg achirnya tendensius",1
@didinsaepudin1952,2024-03-15T03:47:18Z,Yg teriak curang . Masih banyak yg suka ke jokowi,1
@vgod_heavysmoker,2024-03-15T03:29:17Z,Film yg dibuat pendukung anies untuk menjatuhkan prabowo 🤣🤣🤣🤣,1
@ahmadnurhidayat626,2024-03-15T01:39:59Z,"Inilah gerombolan tokoh yg sedang melakukan onani intelektual, Delusi, Schizophrenia. merangkai kolase dobol. yg terbukti melakukan upaya mobilisasi kecurangan no 3 spt di Sorong, Muna, yg Kalian tuduh no 2 kalian waras gak?<br>Heh Prof DR pendukung Anies kalian sedang berupaya membodohi masyarakat memprovokasi rakyat apalagi Film narasi ini disebar justru saat masa tenang kampanye. Justru kalian lah pelanggar asas pemilu Luber Jurdil tsb. gak usah pura-pura pikun kalian pasti paham arti <i>one man one vote</i> mau 1000 Prof DR memilih Anies semua tapi kalau 2000 petani nelayan tukang kuli buruh milih Prabowo mau apa kalian.<br>putusan MK adalah sah konstitusional. yg menetapkan seorang pendaftar sah sbg Capres/Cawapres adalah KPU. kalau Wan Anies &amp; Ganjar takut saingan sm Gibran kenapa gak mundur dari pertandingan heh?. Gibran itu kandidat sama posisinya spt Imin/Mahfud gak bisa ujug-ujug mjd Wapres. Kalian pikir semua orang bisa kalian bodohi Heh:<br>2019 Jokowi Presiden dia maju lagi saat itu Jokowi boleh kampanye gak?, Menteri-menteri ada gak yg jd timses Jokowi?. Lah terus kalau sekarang Jokowi seumpama kampanye utk no 2 itupun gak dilakukan oleh Jokowi, terus sebagian Menteri mjd Timses Prabowo mana unsur curang nya?<br>Kepala Daerah Kampanye contohnya Bobby. Lihat dulu Bobby itu PNS apa bukan Heh?. Bobby bisa kalian tuduh curang jika Kalian bisa buktikan Bobby perintahkan ASN Pemkot dan keluarganya wajib milih no 2, buktikan Bobby datang ke PPK datang ke KPU D utk intervensi Rekapitulasi Manual berjenjang, buktikan. Lah kalo sekedar Tiktok sm istrinya dukung no 2 lah dia bukan PNS koq. Faktanya beberapa upaya kecurangan sudah tertangkap utk memanipulasi suara memenangkan no 3 contohnya Pj Bupati Sorong, Bupati Muna, anggota KPU D Wonosobo. Kades itu bukan PNS mereka jelas boleh kampanye. Menghubungkan kampanye yg dilakukan Bupati Walikota Gubernur dg Hasil Pemilu adalah bentuk Onani Intelektual. Hasil itu tergantung pemilik hak suara, mau sampe berbusa mulut saya ngoceh pilih saya, saya janji begini begitu tapi kalau pemilih gak mau milih mau apa, ibarat nya begitu. Lihat Pemilukada seorang petahana Ka. Daerah yg berkampanye utk dirinya sendiri pun belum tentu menang, banyak juga yg kalah karena pemegang suara adalah para pemilih 1 Orang 1 Suara",1
@fiqihsusilo1208,2024-03-14T23:56:56Z,Sebenarnya ini dari zaman 2004 sudah ada hanya beda di tahun 2024 ini ada bau di MK..,0
@ZaenalArifin-ir3wb,2024-03-14T17:55:02Z,Ini sosmed seluruh dunia boy .. bukan indonesia saja yang melihat    tolong lahhh jangan buka aib bangsamu ?,0
@BakhtiarAbcde,2024-03-14T17:06:36Z,Ga mutu,0
@GODOFEXP,2024-03-14T16:09:17Z,Keren juga yang awal nya &quot;katanya&quot; cuma tukang kayu sekarang jadi tulang punggung NKRI( Negara keluarga Republik Indonesia),1
@vicimusbonafide8308,2024-03-14T15:34:53Z,"Wkwkwk.....tujuannya mendiskreditkan orang...fair donk, buka semua bobrok tu semua calon pilpres....kotornya mereka semua, partainya.....wkwkw....sok2an akademisi atau ahli apapun lah...prettttt...buktikan saja kalau bisa, buka temuan nyata kalian...kalau ga bisa buktikan, jawabnya paling &quot;ada kekuasaan yang menghalangi&quot;...pretttttt",1
@ferioktavia9325,2024-03-14T06:11:07Z,Tercatat dalam sejarah perfilman Indonesia ini film terkotor dan terhina yg ada menjelang pemilu.. semua rakyat Indonesia akan sllu ingat film kotor ini,3
@AntoniAntonius-z7s,2024-03-14T05:20:25Z,Kontollll,0
@reproduksibasmentneg3580,2024-03-14T04:41:19Z,"<a href=""https://www.youtube.com/watch?v=quEQzEqJxmc&amp;t=558"">https://www.youtube.com/watch?v=quEQzEqJxmc&amp;t=558s</a> pemirsaaa",0
@dedysetiawantodikromo4219,2024-03-14T04:03:00Z,"Film yg bagus,, pemilu sudah usai ayo kerja lagi.. siapa pun yg menang tetep kerja",1
@junaidipratama909,2024-03-14T03:34:38Z,Sampah,0
@jef77798,2024-03-14T02:56:24Z,"Ninggalin jejak dulu lumayan buat hiburan, udah capek capek dibuat eh ternyata gatot juga black campaign nya wkwkwkwwk",1
@AbuAlihsanAsSurabayiy,2024-03-13T16:47:30Z,"<a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=262"">04:22</a> Jurus AMPUH blenggu fuin no jutsu pak lurah untuk partai partai yang bermasalah . Jika tak mendukung Anaknya, awas .. gua bongkar Daleman lu semua 😂",2
@user_okok222,2024-03-13T11:46:59Z,"Filem asu nonton awal 1 menit aja udah bosan, ini film politikus untuk memenangkan capres yg mreka usung, <br>Mereka menggemborkan bahasa curang dari sebelum pemilu tpi pada tgl 14 February ko gak ada yg menangkap tangan kecurangan itu hingga saat ini maret tgl 13 2024...",0
@ndrechendre2826,2024-03-13T10:10:10Z,kebanyakkan kata eh eh eh eh.  DAH KELIHATAN KALAU INI CUMA NGARANG🤣 NIATNYA JELEK YA TETAP SAJA KALAH😂,0
@peterdeviprayajayalahagu4019,2024-03-13T08:43:13Z,"Film ini tujuannya tidak lain untuk menyudutkan pemerintah saat ini, untuk memenangkan pemilu karna mereka tau sudah tidak mungkin mengejar elektoral prabowo. Dan hasilny apa terbukti kan. Mereka yang dulu sangat yakin dengan hasil survei tiba tiba berubah tidak yakin.",1
